duration,protocol,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,count,srv_count,label
0.43,TCP,220,36,S0,0,0,0,88,42,PortScan
2.7,ICMP,236,106,REJ,0,0,0,45,2,DoS
2.56,TCP,120,517,RSTO,0,0,0,11,19,Infiltration
0.7,UDP,57,43,S0,0,0,0,88,19,BENIGN
0.4,UDP,438,407,SF,0,1,0,39,46,BENIGN
1.34,ICMP,153,102,RSTO,0,0,1,73,83,BruteForce
0.04,TCP,211,644,REJ,0,0,0,7,84,BENIGN
0.64,UDP,310,167,RSTO,0,0,0,29,49,BENIGN
0.41,TCP,721,56,SF,0,1,0,99,58,Infiltration
2.53,UDP,368,1277,REJ,1,0,0,64,37,BENIGN
0.01,ICMP,13,58,REJ,1,1,1,24,66,BENIGN
0.8,TCP,547,251,S0,0,0,0,67,25,Botnet
1.35,TCP,1362,252,REJ,0,0,0,1,86,BENIGN
0.66,ICMP,191,139,S0,0,0,0,97,34,BENIGN
0.09,UDP,1047,907,REJ,0,0,0,46,86,BENIGN
3.59,UDP,237,557,SF,0,0,0,98,76,DoS
0.73,TCP,184,531,SF,0,0,0,43,39,BENIGN
0.95,ICMP,120,1096,SF,0,0,1,10,12,BENIGN
0.27,TCP,321,183,SF,0,0,0,79,48,BENIGN
0.66,TCP,78,30,SF,0,0,0,75,95,BENIGN
0.56,UDP,33,435,RSTO,0,0,0,33,60,BENIGN
0.08,UDP,8,143,SF,0,0,0,61,96,BENIGN
0.11,UDP,103,63,REJ,0,0,0,96,14,BENIGN
1.82,UDP,151,198,S0,0,0,0,38,26,BENIGN
0.27,UDP,240,779,RSTO,0,0,0,20,92,BENIGN
0.22,ICMP,103,56,REJ,0,0,0,96,1,BENIGN
0.7,TCP,1241,566,SF,0,0,0,72,10,Infiltration
1.46,ICMP,103,162,SF,1,1,0,53,87,BENIGN
0.06,TCP,174,44,REJ,0,0,1,55,35,BENIGN
0.86,UDP,32,565,RSTO,0,0,0,17,79,BENIGN
0.13,ICMP,90,1048,S0,0,0,0,46,53,Botnet
0.04,TCP,14,103,S0,0,0,0,2,45,DoS
0.05,UDP,245,108,S0,0,0,0,98,8,DoS
1.8,UDP,417,148,S0,0,0,0,11,2,BENIGN
0.13,ICMP,65,504,SF,0,0,1,78,20,BENIGN
0.05,ICMP,137,3,RSTO,0,0,1,82,41,BENIGN
0.58,ICMP,5,76,SF,0,0,0,10,29,BENIGN
1.86,UDP,548,367,RSTO,0,0,0,23,63,BENIGN
0.3,TCP,454,156,S0,0,0,0,88,2,BENIGN
0.55,TCP,19,120,REJ,0,0,0,44,40,BENIGN
0.04,ICMP,136,617,REJ,0,0,0,75,41,BENIGN
0.6,TCP,932,747,SF,0,0,0,56,44,BENIGN
0.86,UDP,149,886,REJ,0,1,0,28,51,BENIGN
0.85,TCP,224,95,SF,0,0,0,27,79,BENIGN
0.4,UDP,131,730,SF,0,1,0,48,53,DoS
0.38,ICMP,271,400,RSTO,0,0,0,72,68,Botnet
0.11,TCP,1147,50,S0,0,1,0,37,13,Botnet
0.46,UDP,1797,282,S0,0,0,1,64,28,BruteForce
0.1,ICMP,447,8,S0,0,1,0,47,40,DoS
1.45,ICMP,155,369,S0,0,1,0,49,21,BENIGN
3.39,ICMP,204,396,RSTO,0,0,0,66,79,BENIGN
3.51,ICMP,132,467,S0,0,0,0,45,62,BENIGN
2.0,TCP,1271,56,S0,0,0,0,58,33,BENIGN
0.92,UDP,369,296,REJ,0,0,0,65,53,DoS
1.21,TCP,178,59,S0,0,0,0,68,76,BENIGN
0.34,UDP,3,879,S0,0,0,0,3,30,BENIGN
1.0,ICMP,220,337,SF,0,0,0,90,68,BENIGN
0.61,TCP,1239,30,SF,0,1,0,71,39,BENIGN
0.66,ICMP,222,62,S0,0,1,0,86,11,BENIGN
1.42,UDP,60,326,SF,0,0,0,10,91,BENIGN
0.33,ICMP,6,194,REJ,0,1,1,10,82,BENIGN
0.38,TCP,131,399,REJ,0,0,0,39,78,BENIGN
2.59,TCP,751,98,REJ,0,0,0,65,15,PortScan
0.06,UDP,1701,321,RSTO,0,0,0,58,49,BruteForce
0.66,UDP,872,58,REJ,0,1,0,37,34,BENIGN
2.44,TCP,392,235,S0,0,0,0,75,87,BENIGN
0.94,TCP,245,949,REJ,0,0,1,34,99,BENIGN
0.79,TCP,267,296,REJ,0,0,0,10,69,BENIGN
0.29,TCP,232,15,REJ,0,0,0,78,65,BENIGN
0.42,UDP,368,1346,REJ,0,0,0,38,90,BENIGN
1.91,TCP,162,51,SF,0,0,1,61,10,DoS
0.82,UDP,331,379,REJ,0,0,0,66,79,BENIGN
0.72,TCP,38,228,REJ,0,0,0,74,96,BENIGN
0.1,TCP,92,104,SF,0,0,0,96,42,BENIGN
0.02,ICMP,542,58,SF,0,0,0,29,88,BENIGN
3.32,ICMP,702,58,RSTO,0,0,0,50,36,BENIGN
0.47,TCP,232,586,S0,0,0,0,65,45,BENIGN
0.92,UDP,9,618,RSTO,0,0,0,4,80,DoS
0.08,TCP,785,187,SF,0,0,0,97,10,PortScan
1.15,ICMP,363,32,SF,0,0,0,24,98,DoS
2.7,TCP,160,646,SF,0,1,0,41,14,BENIGN
0.86,ICMP,273,200,RSTO,0,0,0,22,69,BruteForce
0.13,TCP,168,173,REJ,0,0,0,10,18,BENIGN
0.87,TCP,187,156,S0,0,0,0,44,54,PortScan
1.45,UDP,653,136,S0,0,0,0,60,8,BENIGN
0.52,ICMP,52,223,REJ,0,0,1,26,95,DoS
2.12,ICMP,32,278,S0,0,0,0,14,60,BENIGN
1.05,ICMP,0,188,REJ,0,2,0,12,82,BENIGN
2.3,UDP,113,680,RSTO,0,0,0,20,13,BENIGN
0.98,TCP,47,114,SF,0,0,0,98,11,BENIGN
0.14,UDP,74,259,REJ,0,0,0,35,3,DoS
0.37,TCP,3,106,REJ,0,0,0,86,16,DoS
0.23,UDP,77,419,SF,0,1,0,63,72,BENIGN
2.39,UDP,121,32,SF,0,0,0,17,81,BENIGN
1.43,ICMP,9,62,S0,0,0,0,28,57,BENIGN
1.13,UDP,280,484,REJ,0,0,0,87,13,BENIGN
0.36,TCP,252,60,SF,0,0,0,80,49,BENIGN
0.2,UDP,30,294,S0,0,0,0,87,35,BENIGN
1.41,UDP,271,1054,RSTO,0,1,0,37,45,BENIGN
0.64,TCP,1983,222,REJ,0,1,0,23,8,BENIGN
0.26,ICMP,867,62,RSTO,0,0,0,95,83,BENIGN
0.96,TCP,0,116,SF,1,0,1,15,42,BENIGN
0.04,TCP,475,520,SF,0,1,0,13,79,BENIGN
0.39,TCP,130,130,REJ,0,1,0,14,63,BENIGN
0.63,UDP,19,385,RSTO,0,1,0,86,71,BENIGN
0.16,UDP,105,450,SF,0,0,0,9,1,Botnet
4.18,TCP,116,208,REJ,0,0,0,8,59,Infiltration
0.23,TCP,222,458,REJ,0,0,1,78,77,PortScan
0.14,ICMP,324,114,REJ,0,0,0,71,61,BruteForce
0.23,UDP,414,217,SF,0,0,0,67,49,BENIGN
1.47,UDP,84,348,SF,0,0,0,23,19,BENIGN
0.55,UDP,116,55,REJ,0,0,0,81,55,Botnet
0.83,UDP,110,95,S0,0,0,0,41,57,BENIGN
0.02,TCP,135,316,REJ,0,3,0,89,63,BruteForce
0.04,TCP,2392,319,REJ,0,0,0,87,66,BENIGN
0.59,ICMP,451,203,REJ,0,0,0,75,22,Infiltration
1.7,UDP,1106,476,S0,0,0,0,32,8,DoS
2.16,UDP,354,197,RSTO,0,0,0,65,43,BENIGN
0.09,TCP,156,639,SF,0,0,0,27,25,BENIGN
0.77,ICMP,148,399,SF,0,0,0,92,26,BENIGN
2.44,TCP,201,113,RSTO,0,0,0,90,76,DoS
0.49,UDP,161,150,REJ,0,0,0,64,3,BENIGN
1.77,UDP,528,330,REJ,0,0,0,73,21,Botnet
0.14,ICMP,187,674,SF,0,0,0,94,69,BENIGN
2.74,TCP,105,59,REJ,0,0,1,67,12,BENIGN
1.39,UDP,447,216,RSTO,0,0,0,95,27,PortScan
2.84,UDP,578,37,SF,0,0,0,53,1,DoS
1.13,ICMP,163,98,S0,0,1,0,10,43,BENIGN
0.45,UDP,330,347,REJ,0,0,0,51,67,Botnet
2.78,UDP,18,24,RSTO,0,1,0,32,54,BENIGN
0.32,TCP,226,325,SF,0,0,0,65,54,BruteForce
0.4,ICMP,13,693,SF,0,0,0,46,52,BENIGN
1.21,ICMP,8,1045,S0,0,0,0,72,63,DoS
1.45,ICMP,284,73,REJ,0,0,0,10,74,BENIGN
2.65,TCP,108,414,S0,0,0,0,88,13,PortScan
0.23,ICMP,407,782,RSTO,0,0,0,83,19,BENIGN
1.6,UDP,679,28,SF,0,0,0,62,95,DoS
1.34,ICMP,45,160,SF,0,0,0,71,77,BENIGN
0.07,UDP,386,755,S0,0,1,0,73,94,Botnet
0.49,ICMP,216,67,S0,0,0,0,54,78,BENIGN
0.33,ICMP,35,814,S0,0,1,0,96,58,BENIGN
0.36,TCP,316,224,REJ,0,0,1,83,32,BENIGN
4.07,ICMP,282,31,SF,0,0,1,39,49,BENIGN
1.03,ICMP,217,179,REJ,1,0,0,29,14,BENIGN
1.26,TCP,783,118,RSTO,0,0,0,16,46,BENIGN
3.76,UDP,220,99,REJ,0,0,0,44,92,BENIGN
0.47,ICMP,1397,233,S0,0,0,0,67,61,BENIGN
1.62,ICMP,213,198,RSTO,0,1,0,69,20,BENIGN
0.57,UDP,36,197,RSTO,0,0,0,70,25,BENIGN
2.04,TCP,190,27,REJ,0,1,0,17,75,BENIGN
0.2,ICMP,60,486,REJ,0,0,0,81,61,Botnet
2.95,TCP,272,197,S0,0,1,0,42,27,BENIGN
0.25,UDP,354,515,S0,0,0,0,96,29,BENIGN
0.39,UDP,189,522,RSTO,1,0,0,40,69,BENIGN
1.41,TCP,30,114,S0,0,1,1,14,87,BENIGN
0.5,UDP,189,1,SF,0,0,0,32,49,PortScan
0.94,UDP,25,726,SF,0,0,0,43,17,BENIGN
0.59,ICMP,343,429,RSTO,0,0,1,77,3,PortScan
1.36,TCP,468,34,REJ,0,0,0,47,69,PortScan
0.26,ICMP,984,362,REJ,0,0,0,23,56,BENIGN
0.06,TCP,48,6,SF,0,0,0,60,54,Botnet
0.36,ICMP,228,8,REJ,1,0,1,12,8,DoS
0.64,UDP,251,223,S0,0,0,0,86,55,BENIGN
0.18,TCP,767,30,SF,0,0,0,94,97,PortScan
0.44,TCP,296,1000,RSTO,0,0,0,58,78,BENIGN
0.51,TCP,47,672,REJ,0,0,0,22,42,PortScan
0.06,TCP,171,314,RSTO,0,1,0,64,31,BENIGN
0.88,UDP,319,19,RSTO,0,0,0,74,8,BENIGN
2.16,UDP,361,117,REJ,0,0,0,12,65,BENIGN
0.16,UDP,596,139,REJ,0,0,0,92,5,DoS
0.91,ICMP,59,196,SF,0,1,1,87,5,BENIGN
1.09,UDP,908,55,SF,0,0,0,24,34,BENIGN
0.54,ICMP,18,258,RSTO,0,0,0,92,1,BruteForce
1.21,ICMP,1236,171,RSTO,0,1,0,72,62,Botnet
0.53,UDP,585,882,SF,0,0,0,20,10,BENIGN
0.7,UDP,323,825,RSTO,0,0,0,3,38,BENIGN
0.01,UDP,398,250,S0,0,0,0,71,78,BENIGN
1.18,ICMP,22,310,REJ,0,0,1,23,8,BENIGN
1.08,TCP,12,44,REJ,0,1,1,59,25,BENIGN
0.04,UDP,32,75,S0,0,0,0,99,93,BENIGN
0.46,ICMP,27,692,SF,0,0,0,33,50,DoS
3.86,ICMP,237,360,SF,0,1,0,46,61,BENIGN
0.55,UDP,72,63,RSTO,1,1,0,35,37,DoS
0.7,ICMP,590,253,RSTO,0,0,0,22,85,Infiltration
2.41,UDP,177,818,SF,0,0,0,34,31,BENIGN
1.26,ICMP,356,127,RSTO,0,0,0,36,42,BENIGN
0.87,TCP,317,61,S0,0,0,0,26,24,Botnet
1.6,ICMP,115,854,REJ,0,0,0,41,85,DoS
2.0,UDP,83,185,S0,0,0,0,10,67,BENIGN
0.61,TCP,125,161,REJ,0,0,0,7,96,Infiltration
0.64,UDP,477,93,REJ,0,0,0,42,62,BENIGN
0.49,ICMP,264,666,RSTO,0,0,0,11,6,BENIGN
3.4,TCP,87,560,RSTO,0,0,0,81,71,BENIGN
1.19,TCP,510,154,REJ,0,0,0,72,51,BENIGN
0.09,ICMP,16,9,RSTO,0,1,0,71,15,BENIGN
1.99,TCP,360,177,S0,1,0,0,72,34,BENIGN
0.66,TCP,173,59,SF,0,0,0,97,64,Botnet
0.07,TCP,394,46,RSTO,0,0,0,6,46,BENIGN
0.8,UDP,787,149,RSTO,0,0,0,46,76,BENIGN
0.54,UDP,415,31,RSTO,0,0,0,5,82,BENIGN
2.1,TCP,175,947,SF,0,0,0,80,25,BENIGN
0.23,ICMP,49,14,S0,0,0,0,45,38,BENIGN
1.75,ICMP,492,153,REJ,1,0,0,14,62,DoS
0.82,UDP,185,53,S0,0,0,0,34,66,BENIGN
0.06,ICMP,23,350,RSTO,0,0,0,56,85,BENIGN
3.57,TCP,380,24,SF,0,0,0,58,23,BENIGN
0.72,ICMP,103,237,S0,0,0,0,50,33,BENIGN
0.34,UDP,15,444,RSTO,0,0,0,98,62,PortScan
0.63,UDP,699,899,RSTO,0,0,0,89,27,BENIGN
1.95,TCP,197,359,REJ,0,0,0,86,61,DoS
0.36,UDP,98,31,SF,0,0,0,67,29,Botnet
0.21,UDP,378,27,REJ,0,1,0,82,47,BENIGN
0.14,UDP,651,394,S0,0,1,0,56,38,BENIGN
0.35,ICMP,0,72,REJ,0,1,1,20,81,Infiltration
1.51,UDP,349,177,S0,0,0,0,13,72,BENIGN
0.64,ICMP,437,1126,RSTO,0,0,1,98,61,BENIGN
0.26,UDP,70,514,SF,0,0,0,85,21,PortScan
0.18,UDP,201,562,SF,0,0,1,93,23,BENIGN
0.4,ICMP,28,591,RSTO,0,0,0,73,58,DoS
2.81,ICMP,412,289,SF,0,1,0,86,52,DoS
0.42,TCP,564,408,REJ,0,0,0,95,18,BENIGN
4.43,TCP,34,133,S0,0,0,1,45,44,BENIGN
0.66,ICMP,508,1940,S0,0,1,0,31,72,BENIGN
0.2,UDP,442,98,S0,0,0,0,70,52,BENIGN
2.22,TCP,127,267,REJ,0,0,0,41,62,BENIGN
0.62,ICMP,351,99,S0,0,0,0,46,88,BENIGN
1.24,ICMP,0,35,SF,0,0,0,2,9,BENIGN
4.12,UDP,805,251,S0,0,0,0,7,93,BENIGN
0.05,ICMP,239,130,REJ,0,1,0,12,75,BENIGN
0.1,TCP,290,262,SF,0,0,0,64,45,Botnet
1.27,UDP,327,245,RSTO,0,0,0,43,36,BENIGN
0.33,ICMP,247,234,SF,0,1,0,51,72,DoS
0.2,ICMP,582,39,REJ,0,0,0,83,68,DoS
0.04,UDP,282,174,SF,0,1,0,20,46,Botnet
0.02,UDP,715,501,S0,0,0,0,13,88,BENIGN
1.49,UDP,261,113,REJ,0,0,0,47,49,BENIGN
0.14,TCP,56,176,RSTO,0,0,0,85,2,BENIGN
0.63,TCP,734,204,S0,0,0,0,26,76,PortScan
0.93,ICMP,343,595,REJ,0,0,0,97,76,DoS
0.56,ICMP,360,319,REJ,0,0,1,58,26,BENIGN
0.03,UDP,1269,31,RSTO,0,0,0,22,83,BENIGN
1.53,ICMP,23,601,RSTO,0,2,1,59,90,BENIGN
0.01,ICMP,167,535,REJ,0,2,0,75,88,BENIGN
1.44,UDP,81,420,RSTO,0,0,0,15,63,BENIGN
2.24,TCP,298,188,RSTO,0,1,0,45,42,BENIGN
0.57,TCP,493,425,S0,0,0,0,47,60,BENIGN
0.77,TCP,1017,195,REJ,0,1,0,82,59,BENIGN
0.65,ICMP,181,400,SF,0,0,0,31,25,BENIGN
0.49,UDP,462,636,S0,0,0,0,98,16,BENIGN
2.18,TCP,746,663,REJ,0,0,0,29,65,DoS
2.24,ICMP,344,181,REJ,0,0,0,41,32,DoS
0.41,UDP,83,588,S0,0,0,0,81,48,BENIGN
0.95,TCP,280,32,RSTO,0,0,0,18,57,BENIGN
2.62,TCP,1051,32,SF,0,0,0,96,24,BENIGN
3.27,UDP,1315,238,SF,0,0,0,10,34,BENIGN
0.71,ICMP,308,316,REJ,0,0,0,9,50,BENIGN
0.6,ICMP,654,49,REJ,0,1,0,52,84,DoS
0.33,TCP,67,191,SF,0,0,0,27,87,BENIGN
3.19,UDP,84,29,REJ,0,0,0,26,92,BENIGN
0.15,ICMP,916,276,SF,0,1,0,85,52,BENIGN
0.87,UDP,43,579,RSTO,0,0,0,29,82,BENIGN
0.33,UDP,63,401,SF,0,0,0,20,96,Infiltration
0.33,TCP,163,142,SF,0,0,0,73,62,DoS
0.52,UDP,267,1524,SF,0,0,0,68,56,BENIGN
6.72,UDP,277,326,REJ,1,0,0,15,46,BENIGN
0.06,UDP,103,506,RSTO,0,0,1,52,39,Botnet
0.86,ICMP,760,332,S0,0,0,0,87,39,BENIGN
0.09,TCP,739,1364,S0,0,0,0,80,57,DoS
0.17,TCP,149,516,SF,0,3,0,1,28,BENIGN
0.58,UDP,170,219,REJ,0,0,0,19,37,BENIGN
0.71,UDP,363,137,S0,0,0,0,26,90,BENIGN
0.3,ICMP,326,343,S0,0,0,0,59,91,BENIGN
0.38,TCP,144,267,SF,0,0,0,4,63,BENIGN
0.09,ICMP,160,297,SF,0,0,0,62,27,DoS
0.36,TCP,128,126,REJ,0,0,0,92,45,BENIGN
3.4,ICMP,80,167,S0,0,1,0,57,81,BruteForce
2.9,UDP,183,244,SF,0,0,0,60,15,Infiltration
0.41,ICMP,347,548,RSTO,0,0,0,35,13,BENIGN
0.85,UDP,406,431,RSTO,0,0,0,35,86,BruteForce
2.4,TCP,452,37,RSTO,0,0,0,40,43,BENIGN
0.01,TCP,140,84,SF,0,0,0,21,99,BENIGN
1.66,UDP,433,8,REJ,0,0,0,27,54,BENIGN
2.96,TCP,1,2,RSTO,0,0,0,47,23,BENIGN
0.1,ICMP,194,76,RSTO,0,1,0,13,65,BENIGN
0.18,UDP,473,481,RSTO,0,0,0,54,63,PortScan
3.24,TCP,298,705,SF,0,1,0,6,72,BENIGN
0.77,ICMP,192,149,SF,0,0,0,31,69,DoS
0.01,ICMP,310,248,SF,0,0,0,87,39,Infiltration
0.3,TCP,712,367,RSTO,0,0,0,33,62,BENIGN
0.6,TCP,250,916,SF,0,0,0,9,99,BENIGN
1.18,ICMP,482,732,SF,0,0,0,69,54,BENIGN
1.32,UDP,1184,17,REJ,0,0,0,44,78,Botnet
5.39,TCP,366,85,SF,0,0,0,58,2,DoS
0.34,TCP,255,15,S0,0,0,0,38,3,BENIGN
0.77,UDP,11,287,SF,0,1,0,44,19,BENIGN
0.76,UDP,140,371,SF,0,0,0,68,74,BENIGN
0.52,TCP,250,110,S0,0,0,0,32,66,BruteForce
0.19,UDP,478,576,S0,0,1,0,3,45,BENIGN
3.79,ICMP,172,180,SF,0,0,0,98,14,BENIGN
1.92,ICMP,966,1927,REJ,0,0,0,59,83,BENIGN
0.69,ICMP,95,0,RSTO,0,0,0,12,7,BENIGN
0.92,TCP,409,34,S0,0,0,0,46,3,BENIGN
0.26,UDP,162,107,REJ,0,0,0,32,1,DoS
0.78,ICMP,199,7,SF,0,0,1,31,52,BENIGN
1.19,UDP,486,457,SF,0,0,0,13,61,DoS
0.72,ICMP,105,16,S0,0,1,0,49,23,BENIGN
4.63,UDP,30,414,S0,0,0,0,86,13,BENIGN
0.95,ICMP,220,16,REJ,0,1,0,91,61,BENIGN
0.46,ICMP,225,87,SF,0,0,0,69,38,BENIGN
1.48,ICMP,478,552,S0,0,1,0,64,44,PortScan
0.19,ICMP,1035,905,S0,0,0,0,26,10,Infiltration
0.49,ICMP,17,160,RSTO,0,0,0,49,99,BENIGN
0.43,ICMP,268,1051,S0,0,1,1,83,31,BENIGN
0.57,ICMP,343,295,REJ,0,0,0,23,33,BruteForce
1.52,ICMP,1276,161,SF,0,0,0,92,24,BENIGN
0.66,ICMP,857,487,S0,0,1,0,66,13,BENIGN
1.58,UDP,373,105,RSTO,0,0,0,3,98,Botnet
0.86,UDP,221,92,S0,0,0,0,77,19,BENIGN
0.42,TCP,52,320,S0,0,0,0,21,84,BENIGN
1.66,ICMP,145,148,SF,0,1,0,46,62,BENIGN
0.27,UDP,263,43,RSTO,0,0,0,39,67,BENIGN
0.25,UDP,387,20,REJ,0,0,0,78,83,BENIGN
0.7,UDP,302,465,REJ,0,0,0,38,47,BENIGN
0.3,UDP,375,338,SF,0,0,0,28,31,BENIGN
0.01,UDP,168,159,REJ,0,0,0,69,19,BENIGN
1.04,UDP,390,679,REJ,0,1,0,45,42,BENIGN
0.72,TCP,46,158,S0,0,0,0,62,91,BENIGN
0.59,UDP,53,371,REJ,0,0,0,17,11,BruteForce
3.41,TCP,53,719,RSTO,0,0,1,40,40,BENIGN
0.85,TCP,664,551,S0,0,0,0,35,75,BENIGN
1.99,ICMP,23,214,REJ,0,0,0,82,81,BENIGN
0.15,ICMP,485,342,RSTO,0,0,0,57,98,BENIGN
0.84,ICMP,79,160,S0,0,0,0,85,73,BENIGN
2.02,UDP,189,312,RSTO,0,0,0,25,39,BENIGN
0.87,ICMP,742,89,SF,0,0,0,95,87,BENIGN
1.27,UDP,264,171,SF,0,0,0,15,8,DoS
0.47,UDP,70,70,REJ,0,0,0,19,77,BENIGN
0.1,ICMP,100,11,RSTO,0,0,0,51,34,Infiltration
0.61,ICMP,759,266,S0,0,0,0,13,42,BENIGN
0.5,TCP,167,599,RSTO,0,0,0,96,81,BENIGN
2.02,TCP,265,7,RSTO,0,0,0,95,48,BENIGN
0.28,UDP,184,65,SF,0,0,0,78,15,PortScan
3.4,UDP,142,184,SF,0,0,0,25,31,BENIGN
3.17,ICMP,75,328,REJ,0,0,0,83,47,DoS
0.28,ICMP,347,56,RSTO,0,0,0,23,48,BENIGN
0.43,TCP,380,17,RSTO,0,0,0,83,3,BENIGN
2.26,ICMP,96,219,S0,0,0,0,81,45,BENIGN
3.4,UDP,466,512,S0,0,0,1,59,50,BENIGN
0.59,ICMP,578,10,SF,0,1,0,16,35,BENIGN
0.39,TCP,760,128,RSTO,0,0,0,96,36,BENIGN
0.75,UDP,52,326,REJ,0,0,0,95,69,DoS
1.16,TCP,108,42,SF,0,0,1,51,26,BENIGN
0.32,TCP,590,80,RSTO,0,0,0,10,90,BENIGN
1.33,UDP,66,230,SF,0,0,0,72,52,DoS
0.05,TCP,1,918,REJ,0,0,0,55,24,BENIGN
0.05,ICMP,613,101,RSTO,0,0,0,62,6,BENIGN
0.49,ICMP,118,200,REJ,0,0,0,45,71,BENIGN
0.44,TCP,160,153,RSTO,0,0,0,66,52,BENIGN
0.38,ICMP,177,683,RSTO,1,1,0,25,28,BENIGN
0.68,TCP,565,22,REJ,1,0,0,58,45,PortScan
0.39,ICMP,123,250,S0,0,0,0,91,78,BENIGN
0.21,TCP,668,561,REJ,0,0,0,64,39,BENIGN
0.37,ICMP,287,1329,REJ,0,0,0,44,85,BENIGN
3.69,UDP,224,359,SF,0,0,0,24,11,BENIGN
0.53,UDP,118,143,REJ,1,1,0,51,76,Infiltration
0.59,ICMP,83,159,REJ,0,0,0,63,50,BENIGN
0.86,TCP,293,130,SF,0,0,0,24,34,PortScan
4.09,ICMP,177,277,S0,0,0,0,48,35,BENIGN
0.28,TCP,724,403,REJ,0,0,0,20,71,BruteForce
1.14,ICMP,202,513,SF,0,0,0,32,23,DoS
1.26,ICMP,215,161,S0,0,0,0,34,1,BENIGN
0.93,UDP,161,378,S0,0,1,0,93,20,DoS
0.09,TCP,467,743,REJ,0,0,0,52,32,BruteForce
1.13,TCP,165,760,S0,0,1,0,38,98,BENIGN
0.07,TCP,94,365,REJ,0,0,0,14,54,PortScan
0.91,TCP,594,303,S0,0,0,1,24,20,BENIGN
1.35,TCP,272,227,S0,0,0,0,99,78,DoS
0.24,UDP,268,60,S0,0,0,0,83,69,BENIGN
1.84,ICMP,283,39,REJ,0,0,0,72,88,BENIGN
0.03,TCP,380,199,S0,0,0,0,8,21,BruteForce
1.86,TCP,112,52,RSTO,0,0,0,6,76,BENIGN
0.62,ICMP,10,258,SF,0,0,1,75,66,DoS
0.25,UDP,499,311,SF,0,0,0,43,74,BENIGN
0.14,UDP,41,223,RSTO,0,0,0,55,13,PortScan
3.06,UDP,383,11,S0,0,0,0,77,95,BENIGN
0.08,ICMP,25,17,RSTO,0,0,1,27,46,BENIGN
0.22,ICMP,141,36,REJ,0,0,0,24,24,BENIGN
0.43,UDP,19,50,SF,0,0,0,92,26,DoS
0.97,UDP,221,1378,S0,0,0,0,67,33,BENIGN
0.79,ICMP,317,126,SF,0,0,0,6,41,BENIGN
0.13,UDP,56,103,RSTO,0,0,1,66,88,BENIGN
0.34,TCP,139,16,RSTO,0,0,1,97,1,Infiltration
0.27,ICMP,798,302,SF,0,0,0,16,9,DoS
0.24,UDP,175,316,SF,0,0,0,57,95,BENIGN
0.53,TCP,486,57,SF,0,0,1,62,59,BENIGN
1.22,ICMP,785,754,SF,0,1,0,91,88,DoS
0.25,ICMP,1098,483,RSTO,0,0,0,85,43,BENIGN
0.46,TCP,685,78,S0,0,0,0,65,26,Infiltration
0.5,ICMP,114,199,SF,0,0,0,18,39,BENIGN
3.75,UDP,985,183,S0,0,1,0,80,54,BruteForce
3.09,ICMP,502,128,SF,0,0,0,38,22,BENIGN
1.61,UDP,544,510,REJ,0,0,0,18,97,BENIGN
0.28,TCP,4,34,S0,0,0,0,14,96,Infiltration
0.07,TCP,925,161,REJ,0,2,0,26,97,BENIGN
0.38,ICMP,451,167,RSTO,0,0,0,70,73,BENIGN
0.31,TCP,438,189,REJ,0,0,0,11,15,BENIGN
0.71,TCP,25,592,RSTO,0,0,0,2,86,BENIGN
1.5,ICMP,79,73,SF,0,0,0,25,80,DoS
1.95,UDP,983,32,RSTO,0,0,0,67,99,BENIGN
1.86,ICMP,208,288,SF,0,0,0,61,89,BENIGN
0.45,ICMP,152,57,SF,0,1,0,40,99,BENIGN
1.16,UDP,549,23,SF,0,0,0,30,25,BENIGN
0.38,UDP,27,166,RSTO,0,0,0,9,53,BENIGN
0.06,UDP,161,74,SF,0,0,1,30,10,DoS
1.21,ICMP,141,134,REJ,0,0,0,21,80,DoS
0.01,UDP,129,90,REJ,0,0,0,86,18,BENIGN
0.53,TCP,110,29,SF,0,0,0,45,50,BENIGN
0.4,UDP,70,246,SF,0,1,0,12,29,PortScan
1.18,TCP,56,8,S0,0,1,0,42,17,PortScan
1.45,UDP,306,1017,RSTO,0,0,0,53,58,BENIGN
0.36,TCP,755,125,S0,0,0,0,30,4,BENIGN
1.67,TCP,213,356,REJ,0,0,0,46,68,BENIGN
0.35,TCP,106,498,RSTO,0,0,0,70,53,PortScan
0.59,TCP,52,98,REJ,0,0,0,91,79,BENIGN
1.3,TCP,531,414,RSTO,0,0,0,98,4,BENIGN
1.18,UDP,1067,535,RSTO,0,0,0,79,13,BENIGN
4.37,ICMP,128,82,RSTO,0,1,0,60,50,BENIGN
0.26,ICMP,103,1467,REJ,0,0,0,55,53,BENIGN
1.09,ICMP,276,6,SF,0,0,0,54,56,DoS
0.94,ICMP,447,73,REJ,0,0,0,30,70,BENIGN
2.47,ICMP,182,454,RSTO,0,0,0,79,69,BENIGN
0.17,TCP,298,64,REJ,0,1,0,59,55,BENIGN
1.39,UDP,378,359,REJ,0,0,0,36,33,BENIGN
0.84,TCP,970,580,S0,0,0,0,58,70,BENIGN
0.32,UDP,54,959,RSTO,0,0,0,57,34,BENIGN
0.64,UDP,1783,192,REJ,0,0,0,93,69,BruteForce
0.41,UDP,149,1063,RSTO,0,0,0,7,58,BENIGN
0.87,UDP,385,159,REJ,0,0,0,79,36,BENIGN
